operation1,operation2,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,Output
9.9989,0.25,489.05,605.2,1496.39,1302.42,10.52,15.49,394.98,2318.86,8775.72,605137.2678
9.9996,0.25,489.05,605,1497.7,1307.74,10.52,15.49,394.29,2318.91,8787.8,605739.5992
10.0049,0.2513,489.05,604.32,1504.11,1303.5,10.52,15.49,393.65,2318.92,8785.69,605105.1576
42.0055,0.8412,445,549.47,1354.46,1118.99,3.91,5.71,138.12,2211.89,8323.71,560823.5182
10.0019,0.25,489.05,604.73,1498.2,1308.97,10.52,15.49,394.06,2318.9,8782.86,605333.9138
9.9987,0.25,489.05,605.28,1498.69,1307.02,10.52,15.49,394.86,2318.96,8772.1,605005.7474
25.0057,0.62,462.54,536.45,1250.44,1056.75,7.05,9.03,176.4,1915.35,8009.07,542485.1314
35.0015,0.84,449.44,555.56,1365.19,1131.42,5.48,8,194.72,2223.03,8352.59,565545.663
42.0067,0.842,445,550.07,1349.45,1126.99,3.91,5.71,137.99,2211.89,8328.4,560758.9154
34.9986,0.8418,449.44,555.3,1362.93,1133.27,5.48,8,195.12,2222.99,8348.53,565863.708
42.0049,0.84,445,549.61,1350.85,1123.2,3.91,5.72,138.46,2211.96,8326.08,560507.6298
42.0049,0.84,445,549.89,1353.92,1129.81,3.91,5.72,138.78,2211.97,8326.42,561216.6698
0.0024,0,518.67,642.63,1584.37,1410.4,14.62,21.61,553.49,2388.12,9052.71,632200.5048
0.0021,0.0008,518.67,642.19,1587.53,1397.76,14.62,21.61,553.89,2388.1,9061.76,632620.809
25.0074,0.6216,462.54,536.63,1254.35,1045.51,7.05,9.02,175.56,1915.38,8008.71,541740.1844
10.0039,0.25,489.05,604.27,1500.48,1306.8,10.52,15.49,395.27,2318.89,8773.28,604398.1878
35.006,0.8401,449.44,555.68,1358.17,1133.2,5.48,8,194.14,2222.97,8353.33,565785.6126
41.9983,0.84,445,549.34,1353.68,1124.15,3.91,5.72,138.48,2211.94,8323.01,560773.0966
0.0018,0.0003,518.67,642.78,1591.77,1404.19,14.62,21.61,553.91,2388.04,9059.57,632534.3654
20.0066,0.7015,491.19,607.67,1489.13,1250.07,9.35,13.66,335.36,2323.96,8724.72,598335.8722
41.9983,0.8412,445,549.8,1356.74,1123.22,3.91,5.72,138.84,2211.94,8322.02,560434.5638
41.9993,0.841,445,550.03,1353.74,1128.21,3.91,5.71,138.98,2211.96,8318.22,560627.4646
25.0046,0.6217,462.54,536.21,1270.05,1049.61,7.05,9.03,176.42,1915.39,8009.5,542537.6194
42.001,0.84,445,549.43,1353.65,1125.78,3.91,5.71,138.88,2211.95,8319.58,560867.722
35.0026,0.84,449.44,555.53,1365,1131.19,5.48,8,195.08,2223.01,8349.84,565158.9652
0.002,0,518.67,642.85,1585.69,1406.98,14.62,21.61,553.05,2388.08,9059.97,632967.464
35.0039,0.8408,449.44,555.23,1367.62,1126.31,5.48,8,193.58,2223.04,8349.12,565225.9526
35.0065,0.84,449.44,556.37,1361.14,1133.17,5.48,8,194.07,2223.03,8358.34,566022.423
20.0076,0.7,491.19,607.29,1487.11,1249.97,9.35,13.66,334.78,2323.98,8733.02,598415.7652
35.0033,0.84,449.44,555.57,1367.33,1128.23,5.48,8,194.28,2222.99,8353.01,565828.1866
25.006,0.6215,462.54,536.99,1252.69,1040.18,7.05,9.02,175.26,1915.32,8016.82,542500.941
25.004,0.6215,462.54,537.12,1260.82,1045.99,7.05,9.03,175.26,1915.4,8009.93,542221.197
10.0022,0.25,489.05,604.56,1502.63,1311.18,10.52,15.49,394.57,2318.94,8778.28,604782.6844
19.9995,0.7,491.19,607.61,1487.38,1245.65,9.35,13.65,334.8,2323.91,8724.04,598237.169
35.0035,0.8409,449.44,555.98,1368.06,1133.24,5.48,8,194.02,2222.98,8351.03,565629.2124
19.9988,0.7005,491.19,607.26,1483.42,1250.33,9.35,13.66,334.46,2323.99,8730.7,598756.0306
20.0074,0.7008,491.19,607.18,1487,1259.03,9.35,13.65,334.07,2323.97,8728.53,598744.3796
20.0039,0.7011,491.19,607.61,1487.11,1251.82,9.35,13.66,334.88,2324.02,8727.66,598771.5044
42.0012,0.84,445,549.53,1356.01,1123.58,3.91,5.72,137.87,2211.89,8327.23,560974.0724
35.0068,0.8407,449.44,555.54,1363.36,1136.99,5.48,8,194.67,2222.99,8357.91,566150.0478
10.0062,0.25,489.05,604.59,1503.82,1313.85,10.52,15.49,393.41,2318.98,8780.04,605450.0524
25.0023,0.62,462.54,536.54,1260.98,1044.03,7.05,9.03,174.91,1915.37,8010.28,541844.0346
42.0004,0.84,445,549.89,1352.95,1123.28,3.91,5.71,138.22,2211.94,8321.01,560897.8008
42.0039,0.84,445,548.94,1353.41,1124.71,3.91,5.72,138.16,2211.92,8320.96,560387.2078
20.0046,0.7,491.19,607.55,1485.18,1251.42,9.35,13.66,335.1,2324.02,8726.57,598700.6592
20.0065,0.7017,491.19,608.35,1489.11,1252.41,9.35,13.66,333.98,2324.06,8732.09,598891.3932
25.0074,0.6215,462.54,536.99,1256.19,1043.29,7.05,9.03,175.79,1915.41,8008.24,541921.8138
9.9993,0.2519,489.05,604.93,1500.22,1310.04,10.52,15.49,394.7,2318.96,8783.74,605376.2
9.9991,0.2504,489.05,605.01,1510.59,1304.59,10.52,15.49,395.05,2318.93,8782.9,605236.0006
0,0,518.67,642.72,1583.58,1404.55,14.62,21.61,553.54,2388.09,9065.03,633158.37
42.0022,0.84,445,549.26,1354.67,1128.36,3.91,5.72,138.33,2211.9,8324.67,560958.4144
25.006,0.62,462.54,536.73,1253.34,1047.71,7.05,9.03,174.92,1915.4,8016.22,542268.632
20.0047,0.7,491.19,607.52,1484.86,1256.55,9.35,13.65,334.18,2324.02,8732.82,598624.5594
0.0008,0,518.67,642.96,1598.63,1412.71,14.62,21.61,552.9,2388.05,9065.43,632818.5716
42.0066,0.8406,445,549.83,1343.19,1126.05,3.91,5.71,138.61,2211.91,8329.31,561155.0668
25.0007,0.62,462.54,537.03,1256.69,1045.32,7.05,9.03,175.84,1915.4,8009.87,542306.1214
20.0015,0.7019,491.19,607.88,1490.75,1250.97,9.35,13.66,334.66,2324.05,8726.8,598740.6444
0.0008,0.0002,518.67,642.53,1590.07,1411.25,14.62,21.61,553.8,2388.06,9060.77,632951.5128
25.006,0.62,462.54,537.02,1267.08,1050.89,7.05,9.03,173.97,1915.35,8016.42,542675.582
25.0054,0.622,462.54,537.19,1268.6,1049.49,7.05,9.03,175.23,1915.36,8012.39,542529.9128
35.0008,0.8416,449.44,555.61,1364.63,1135.42,5.48,8,194.03,2223.05,8361.62,566481.7012
42.0052,0.84,445,550.29,1362.94,1131.91,3.91,5.72,138.6,2211.92,8332.6,561248.6504
35.0005,0.84,449.44,555.42,1365.18,1135.82,5.48,8,194.08,2223.02,8354.2,565769.721
0.0011,0,518.67,642.54,1594.92,1411.47,14.62,21.61,553.52,2388.16,9070.12,633675.2122
0.0007,0,518.67,642.94,1597.58,1411.5,14.62,21.61,553.24,2388.18,9060.14,632296.1314
42.0016,0.84,445,550.19,1360.13,1130.38,3.91,5.72,139.12,2211.87,8333.47,561746.6632
35.006,0.8403,449.44,556.29,1372.67,1132.2,5.48,8,194.09,2223.04,8354.75,565564.5838
25.006,0.6212,462.54,536.52,1264.84,1053.14,7.05,9.03,175.39,1915.4,8015.4,542514.3692
41.9996,0.84,445,549.76,1359.52,1130.58,3.91,5.71,138.2,2211.9,8325.13,560712.6192
10.0035,0.2518,489.05,605.66,1501.06,1315.87,10.52,15.49,394.45,2318.98,8785.5,605507.6178
41.999,0.8405,445,549.34,1350.83,1130.54,3.91,5.72,138.11,2211.92,8328.4,560648.491
20.0078,0.7,491.19,608.35,1487.24,1258.42,9.35,13.66,334.31,2324.05,8730.26,598996.7556
35.0031,0.84,449.44,556.02,1375.86,1137.89,5.48,8,194.78,2223.05,8354.55,566160.3262
25.007,0.6201,462.54,537.2,1263.81,1053.85,7.05,9.03,175.4,1915.39,8016.2,542179.7146
0.0016,0.0002,518.67,642.82,1594.64,1413.64,14.62,21.61,552.21,2388.16,9055.03,631889.2244
35.005,0.84,449.44,556.24,1373.79,1136.62,5.48,8,194.27,2222.99,8358.03,566141.96
42.0075,0.84,445,550.49,1356.48,1137.67,3.91,5.72,139.14,2211.89,8330.14,561068.995
0.0015,0,518.67,643.49,1589.33,1412.96,14.62,21.61,552.42,2388.17,9064.48,632776.473
25.0064,0.62,462.54,537.22,1256.47,1052.57,7.05,9.03,175.82,1915.41,8015.38,542255.6928
42.0037,0.84,445,549.97,1359.73,1138.04,3.91,5.72,137.69,2211.86,8327.83,560527.7774
35.0022,0.84,449.44,556.11,1374.75,1138.59,5.48,8,194.4,2223.03,8358.06,566531.0844
35.0034,0.84,449.44,556.42,1372.89,1147.73,5.48,8,194.11,2223.03,8356,565714.1768
25.0003,0.6208,462.54,537.33,1263.48,1059.51,7.05,9.03,175.16,1915.4,8017.22,542359.8254
0.002,0.0013,518.67,642.68,1595.99,1416.36,14.62,21.61,553.31,2388.13,9054.64,632222.9918
42.0016,0.8403,445,549.47,1351.99,1141.1,3.91,5.71,138.2,2211.89,8327.9,560841.445
0.0022,0,518.67,643.16,1589.39,1421.83,14.62,21.61,552.13,2388.18,9066.09,633271.7844
20.0058,0.7,491.19,607.75,1488.88,1264.98,9.35,13.66,334.12,2324.04,8723.72,598111.6616
19.9991,0.7008,491.19,608.11,1491.01,1268.38,9.35,13.66,333.84,2324.09,8731.44,599099.773
20.0033,0.7,491.19,607.61,1489.07,1250.34,9.35,13.66,333.83,2324.06,8733.56,599222.1466
10.002,0.2506,489.05,605.32,1503.76,1324.55,10.52,15.5,393.39,2319.05,8780.13,605470.8876
34.9993,0.8419,449.44,556.17,1374.1,1137.31,5.48,8,194.11,2223,8358.16,565652.74
35.0053,0.84,449.44,556.36,1370.06,1140.01,5.48,8,194.09,2223.01,8365.47,566405.1006
35.0049,0.8403,449.44,556.28,1371.95,1141.96,5.48,8,193.37,2222.99,8361.71,566680.3416
20.0069,0.7005,491.19,607.79,1492.03,1267.92,9.35,13.66,333.66,2324.14,8727.61,598604.1068
20.0049,0.7013,491.19,608.04,1494.78,1265.25,9.35,13.66,333.82,2324.13,8722.66,598336.2076
19.9991,0.7,491.19,608.25,1497.13,1263.97,9.35,13.66,333.31,2324.11,8728.66,598752.1382
10.0045,0.2512,489.05,605.16,1510.54,1325.03,10.52,15.5,393.52,2319.12,8785.11,605305.7262
19.9991,0.7,491.19,607.92,1493.34,1265.87,9.35,13.66,334.29,2324.1,8733.94,599183.5182
25,0.62,462.54,537.29,1271.41,1062.88,7.05,9.03,174.46,1915.4,8020.09,542944.74
20.0072,0.7,491.19,608.07,1490.59,1268.03,9.35,13.66,333.61,2324.18,8729,598573.0944
35.0046,0.8418,449.44,556.43,1374.05,1142.98,5.48,8,193.91,2222.99,8353.23,565894.37
0.001,0.0012,518.67,643.4,1603.9,1423.29,14.62,21.61,551.48,2388.18,9066.48,632749.7792
0.0014,0,518.67,643.65,1602.6,1425.68,14.62,21.61,552.06,2388.23,9063.13,632605.5728
42.0011,0.84,445,549.85,1357.68,1136.87,3.91,5.72,138.55,2211.84,8335.41,561485.3522
10.0047,0.2516,489.05,605.78,1520.06,1330.53,10.52,15.5,392.84,2319.16,8785.43,605347.449
35.0052,0.84,449.44,556.32,1379.18,1149.75,5.48,8,193.46,2223.08,8365.02,566130.7504
25.0008,0.6202,462.54,537.44,1267.73,1058.17,7.05,9.03,175.34,1915.4,8018.08,542513.4828
0.0004,0,518.67,644.04,1595.29,1425.64,14.62,21.61,551.63,2388.27,9065.34,632579.7808
20.0043,0.7,491.19,607.8,1497.61,1272.32,9.35,13.66,333.21,2324.18,8731.5,598559.0886
42.0073,0.84,445,550.8,1356.97,1144.89,3.91,5.72,138.08,2211.81,8329.26,560692.6146
42.0046,0.8413,445,548.85,1347.88,1124.82,3.91,5.71,139.14,2211.9,8325.07,560833.377
0.0004,0.0011,518.67,642.63,1587.73,1401.76,14.62,21.61,553.49,2388.07,9057.72,632264.1674
20.0047,0.7,491.19,606.96,1481.67,1256.13,9.35,13.65,334.76,2323.93,8731.45,598968.0394
42.0024,0.84,445,549.28,1351.14,1117.61,3.91,5.72,138.73,2211.96,8324.14,561097.4348
42.0008,0.84,445,549.36,1349.13,1115.36,3.91,5.71,138.71,2211.91,8312.81,559919.5516
20.0002,0.701,491.19,607.01,1477.96,1247.37,9.35,13.65,334.04,2323.99,8724.6,598659.3364
0.0025,0.0008,518.67,642.07,1590.38,1404.22,14.62,21.61,554.18,2388.06,9058.53,632880.5798
42.0055,0.84,445,549.65,1361.04,1128.07,3.91,5.72,139.03,2212.01,8320.97,560712.721
0.003,0.0001,518.67,642.31,1589.35,1408.39,14.62,21.61,554.2,2388.09,9046.79,631369.8366
0.0013,0,518.67,642.59,1590.2,1403.03,14.62,21.61,555,2388.06,9061.68,633136.5726
20.0012,0.7,491.19,607.05,1484.86,1244.51,9.35,13.66,334.55,2323.98,8721.31,597919.2424
42.0068,0.84,445,549.4,1342.74,1124.56,3.91,5.72,138.12,2211.92,8324.25,560409.1536
42.003,0.84,445,549.18,1353.01,1121.32,3.91,5.71,138.87,2211.91,8324.65,561248.796
42.0075,0.84,445,549.92,1365.27,1120.36,3.91,5.71,138.75,2211.9,8322.77,560595.125
42.0021,0.84,445,549.56,1350.99,1120.68,3.91,5.72,138.37,2211.99,8327.3,560952.1942
10.0029,0.25,489.05,604.92,1498.34,1300.87,10.52,15.49,394.94,2318.91,8785.16,605570.1158
42.007,0.8415,445,549.13,1350.98,1125.76,3.91,5.71,138.84,2212.03,8314.95,560426.963
42.0002,0.8415,445,548.97,1352.31,1120.17,3.91,5.71,138.54,2211.94,8320.87,560586.1694
42.0048,0.8402,445,549.37,1350.94,1119.58,3.91,5.71,139.35,2212,8316.32,560051.4208
42.0043,0.84,445,549.38,1359.71,1124.55,3.91,5.71,138.86,2211.93,8321.4,560671.7486
25.0073,0.62,462.54,537,1261.99,1047.41,7.05,9.02,175.69,1915.39,8004.46,541929.8246
10.004,0.25,489.05,604.78,1497.38,1302.76,10.52,15.49,394.49,2318.91,8781.7,604842.008
10.0048,0.25,489.05,605.08,1499.53,1307.64,10.52,15.49,394.78,2318.87,8785.06,605969.7196
0.0021,0.0002,518.67,642.06,1587.55,1407.35,14.62,21.61,554.37,2388.06,9059.34,632855.4854
20.0005,0.7,491.19,607.57,1482.93,1250.2,9.35,13.66,334.21,2323.93,8724.79,598436.221
20,0.7019,491.19,606.77,1484.29,1247.04,9.35,13.66,335.52,2323.94,8727.74,598140.9814
0.0026,0.0006,518.67,642.61,1587.59,1404.97,14.62,21.61,552.86,2388,9058.68,632230.8788
20.0062,0.7,491.19,607.01,1479.68,1252.55,9.35,13.65,334.57,2324,8723.82,597834.0124
42.0013,0.8401,445,549.5,1359.42,1127.66,3.91,5.72,139.47,2212.01,8324.22,561200.4132
35.0014,0.84,449.44,555.72,1364.86,1133.95,5.48,8,194.48,2222.93,8350.01,565644.1828
10.007,0.25,489.05,604.45,1494.51,1310.19,10.52,15.49,393.84,2318.89,8777.11,604899.324
35.0045,0.84,449.44,554.92,1356.08,1124.53,5.48,8,194.83,2222.98,8353.62,566186.699
25.008,0.62,462.54,537.01,1263.36,1043.6,7.05,9.03,175.55,1915.37,8015.31,542473.226
0.0007,0,518.67,642.71,1588.15,1405.83,14.62,21.61,553.64,2388.1,9055.77,632457.7114
10.0032,0.2517,489.05,604.15,1501.64,1300.65,10.52,15.49,393.94,2318.92,8787.44,605593.6066
35.0045,0.8408,449.44,555.6,1369.71,1130.06,5.48,8,194.29,2222.98,8349.69,565785.6238
42.0073,0.84,445,550.02,1353.84,1125.28,3.91,5.71,138.09,2211.84,8319.54,560526.6446
0.0016,0,518.67,642.68,1589.75,1406.09,14.62,21.61,553.98,2388.12,9054.97,632122.6132
0.0011,0.0007,518.67,642.52,1590.85,1407.48,14.62,21.61,553.84,2388.02,9058.6,632451.4964
10.0046,0.25,489.05,605.4,1496.15,1304.67,10.52,15.49,394.45,2318.89,8782.1,605232.2092
35.0019,0.8403,449.44,555.94,1365.52,1124.77,5.48,8,194.57,2222.97,8349.6,565980.0756
19.9986,0.7,491.19,607.25,1486.11,1248.56,9.35,13.65,335,2323.99,8726.89,598462.2672
25.0003,0.62,462.54,537.15,1260.3,1044.48,7.05,9.02,175.79,1915.32,8015.06,542067.9106
19.9996,0.7019,491.19,606.92,1479.15,1250.63,9.35,13.66,335.3,2323.89,8729.31,598414.5006
20.0019,0.7,491.19,607.32,1481,1245.4,9.35,13.65,334.94,2323.91,8720.81,597628.6938
41.9986,0.8413,445,549.47,1351.33,1130.63,3.91,5.71,138.87,2211.93,8323.1,560906.495
0.0008,0,518.67,642.27,1592.63,1397.74,14.62,21.61,553.94,2388.04,9056.82,632028.5116
42.0034,0.84,445,549.53,1351.15,1128.81,3.91,5.72,138.92,2211.98,8326.05,561051.9468
0.0015,0.0014,518.67,642.33,1589.84,1406.95,14.62,21.61,553.91,2388.1,9054.85,632042.8514
42.0048,0.84,445,549.76,1354.18,1125.75,3.91,5.71,139.13,2212.01,8330.1,561164.7996
35.0009,0.84,449.44,555.32,1358.32,1126.85,5.48,8,194.92,2223.02,8350.16,565980.2818
42.0041,0.8407,445,549.94,1350.9,1127.3,3.91,5.71,138.55,2211.96,8328.58,560897.5824
20.0001,0.7,491.19,607.19,1482.04,1250.01,9.35,13.66,334.79,2323.99,8735.47,599275.0002
25.0006,0.6219,462.54,536.54,1260.01,1043.12,7.05,9.03,175.3,1915.37,8007.52,541825.3326
25.001,0.62,462.54,536.43,1262.94,1046.2,7.05,9.03,175.58,1915.4,8016.72,542374.922
9.9996,0.25,489.05,604.57,1493.72,1307.3,10.52,15.49,395.44,2318.94,8783.22,605219.5692
35.0014,0.84,449.44,555.57,1367.62,1133.54,5.48,8,195.12,2223,8346.68,565778.6028
34.9983,0.8401,449.44,555.69,1369.48,1126.6,5.48,8,195.08,2223.05,8355.64,566178.7572
20.0076,0.7,491.19,607.06,1475.85,1249.93,9.35,13.65,334.77,2324,8726.35,598104.9952
20.0072,0.7,491.19,607.39,1488.5,1253.73,9.35,13.65,334.87,2323.98,8727,598682.3944
0.0027,0.0015,518.67,642.52,1585.33,1415.69,14.62,21.61,553.67,2388.06,9058.83,632741.3344
25.0059,0.62,462.54,537.04,1258.74,1043.98,7.05,9.03,175.42,1915.43,8009.01,541725.2718
41.9991,0.84,445,549.66,1349.89,1133.88,3.91,5.72,138.15,2211.99,8329.5,561286.2882
0.001,0,518.67,642.66,1590.32,1406.09,14.62,21.61,553.77,2388.06,9050.71,631968.902
10.004,0.25,489.05,604.7,1505.75,1305.59,10.52,15.49,394.8,2318.95,8790.79,605719.998
20.0019,0.7,491.19,607.49,1486.98,1255.73,9.35,13.66,334.75,2324,8721.67,597843.0038
34.9981,0.84,449.44,555.84,1367.11,1120.76,5.48,8,195.3,2223.04,8354.96,566294.9762
42.0037,0.84,445,550.21,1360.42,1117.65,3.91,5.72,139.17,2211.9,8320.67,560709.6174
10.0044,0.2515,489.05,604.41,1496.48,1311.32,10.52,15.49,394.49,2318.92,8784.93,605763.1978
42.0075,0.84,445,549.56,1350.71,1126.88,3.91,5.71,138.65,2211.94,8319.87,560296.225
34.9999,0.84,449.44,555.67,1370.9,1124.61,5.48,8,195.03,2223.02,8344.16,565628.3298
10.003,0.2508,489.05,604.5,1494.54,1302.14,10.52,15.49,394.85,2318.92,8786.17,605569.8308
10.0025,0.2512,489.05,604.55,1505.12,1305.09,10.52,15.49,394.84,2318.85,8788.82,605935.1822
0.0005,0,518.67,642.48,1588.87,1405.07,14.62,21.61,553.85,2388.06,9058.29,632657.581
25.0056,0.62,462.54,536.08,1265.65,1047.33,7.05,9.03,175.38,1915.37,8010.3,541777.2112
25.0069,0.62,462.54,537.12,1257.79,1051.13,7.05,9.03,175.02,1915.45,8025.5,542912.6138
20.0012,0.7002,491.19,607.84,1479.41,1251.59,9.35,13.66,334.58,2323.99,8724.1,598592.0336
42.0025,0.84,445,549.94,1351.19,1127.93,3.91,5.72,138.76,2212,8327.46,561416.205
41.9985,0.8405,445,549.91,1353.74,1125.13,3.91,5.71,139.47,2211.97,8326.92,560849.61
20.0045,0.7001,491.19,607.6,1486.66,1255.54,9.35,13.66,334.59,2323.99,8730.81,598276.4496
25.002,0.6214,462.54,537.01,1262.31,1051.77,7.05,9.03,175.32,1915.39,8010.91,542225.1724
19.9994,0.7,491.19,607.73,1474.11,1255.49,9.35,13.65,334.95,2323.96,8721.34,597666.2188
10.0061,0.2518,489.05,604.52,1504.25,1309.9,10.52,15.49,394.71,2318.92,8782.51,605028.583
0.0027,0.0003,518.67,642.86,1592.37,1408.63,14.62,21.61,553.7,2388.09,9072.77,633254.0172
42.0012,0.8407,445,549.5,1345.74,1131.24,3.91,5.71,139.45,2212.01,8326.39,560873.5366
25.0057,0.6203,462.54,537.07,1262.14,1043.46,7.05,9.02,175.94,1915.46,8021.06,542963.1732
25.0045,0.62,462.54,537.1,1261.33,1050,7.05,9.03,175.76,1915.42,8016.93,542304.689
35.0052,0.84,449.44,555.75,1359.14,1125.16,5.48,8,194.38,2223.01,8353.38,565760.1104
10.0077,0.2505,489.05,604.74,1501.54,1303.14,10.52,15.49,394.48,2318.88,8784.92,605478.9884
0.0029,0,518.67,642.73,1594.16,1409.71,14.62,21.61,553.64,2388.07,9065.06,632960.8558
10.0011,0.2506,489.05,604.32,1499.3,1309.61,10.52,15.49,394.39,2318.92,8786.14,605188.5458
41.9986,0.84,445,549.3,1359.01,1121.92,3.91,5.72,138.62,2212,8324.48,560490.8172
42.0066,0.84,445,549.96,1345.9,1130.9,3.91,5.71,139.06,2211.93,8327.12,560781.2732
9.9992,0.25,489.05,605.22,1506.11,1310.73,10.52,15.49,393.9,2318.95,8785.9,605621.7484
42.0032,0.84,445,549.48,1352.69,1121.03,3.91,5.71,138.44,2211.93,8331.19,560954.7864
42.0041,0.8413,445,549.22,1345.37,1128.21,3.91,5.72,138.59,2211.97,8326.36,560571.266
20.005,0.7002,491.19,607.72,1476.61,1248.98,9.35,13.66,334.74,2324.04,8726.48,598313.9212
42.0028,0.84,445,549.37,1353.71,1123.97,3.91,5.72,138.39,2212.06,8321.07,560472.1156
35.0046,0.84,449.44,556.11,1361.89,1130.87,5.48,8,194.34,2223.05,8353.98,566006.5092
34.9994,0.8408,449.44,555.37,1360.98,1137.61,5.48,8,194.44,2223.05,8354.45,565431.0236
42.0043,0.8418,445,549.65,1358.34,1125.95,3.91,5.71,138.59,2211.97,8325.29,561119.6494
0.0029,0.0017,518.67,642.67,1596,1402.42,14.62,21.61,552.72,2388.09,9066.28,633239.786
10.0071,0.2516,489.05,604.94,1507.45,1309.28,10.52,15.49,394.45,2318.91,8786.98,605357.3038
0.0017,0,518.67,642.67,1580.6,1404.71,14.62,21.61,553.2,2388.08,9064.34,632747.1334
24.9994,0.6212,462.54,536.81,1254.13,1050.08,7.05,9.03,175.18,1915.43,8015.37,542221.826
20.0075,0.7,491.19,606.96,1489.48,1254.12,9.35,13.66,335.15,2324.1,8735.18,598669.675
42.0025,0.8414,445,549.77,1348.85,1122.6,3.91,5.71,138.86,2212.04,8329.06,561029.3134
25.0045,0.62,462.54,537.05,1258.27,1055.97,7.05,9.03,175.63,1915.51,8025.81,543604.619
41.9985,0.84,445,549.67,1350.76,1124.48,3.91,5.71,138.5,2212.07,8326.65,560868.437
41.9998,0.8417,445,549.41,1353.29,1128.84,3.91,5.71,139.21,2212.01,8329.4,560808.9998
25.0042,0.6202,462.54,536.75,1263.62,1043.7,7.05,9.03,176.19,1915.52,8022.14,542726.1996
35.0058,0.8414,449.44,555.67,1369.53,1128.32,5.48,8,193.54,2223.07,8365.57,566481.46
35.0027,0.84,449.44,555.88,1373.5,1129.74,5.48,8,195.05,2223.09,8347.79,565574.0154
34.9986,0.8402,449.44,555.71,1367.36,1123.01,5.48,8,193.95,2223.05,8361.18,565978.2484
20.0063,0.7007,491.19,607.49,1489.88,1250.22,9.35,13.66,334.31,2323.95,8734.33,598837.3768
19.9998,0.7011,491.19,607.5,1492.19,1251.04,9.35,13.66,335.37,2323.99,8729.3,598930.6862
35.0057,0.84,449.44,556.13,1367.85,1125.46,5.48,8,195.05,2223.08,8355.05,565857.1814
0,0.0007,518.67,642.69,1593.46,1412.48,14.62,21.61,553.85,2388.07,9068.21,633433.3042
0.0022,0.0009,518.67,642.58,1579.3,1409.55,14.62,21.61,553.58,2388.1,9069.15,632936.4998
42.0029,0.84,445,549.83,1350.16,1120.72,3.91,5.72,138.56,2212.07,8331.75,561386.3458
34.9991,0.84,449.44,555.8,1365.98,1127.22,5.48,8,194.41,2223.07,8352.36,565462.4282
42.0068,0.84,445,549.81,1355.67,1129.83,3.91,5.72,138.58,2212,8327.17,561319.1736
42.0046,0.84,445,549.88,1355.76,1121.09,3.91,5.72,139.06,2212.15,8338.46,561782.7092
25.0076,0.6207,462.54,536.76,1266.1,1054.57,7.05,9.03,175.37,1915.43,8018.9,542393.2694
0.0015,0,518.67,642.8,1587.92,1402,14.62,21.61,553.82,2388.08,9065.47,632989.813
35.0079,0.84,449.44,555.65,1360.3,1130.63,5.48,8,194.58,2223.13,8361.49,566588.3758
25.0063,0.62,462.54,536.65,1267.42,1050.68,7.05,9.03,175.42,1915.52,8015.45,542142.3126
20.0038,0.7017,491.19,607.36,1481.63,1253.14,9.35,13.66,334.88,2324.04,8731.54,598418.5878
42.0024,0.84,445,549.76,1350.98,1126.24,3.91,5.72,138.71,2212.09,8330.32,561034.2148
35.0059,0.8418,449.44,555.63,1368.04,1128.56,5.48,8,194.44,2223.11,8356.8,566237.1426
34.9983,0.841,449.44,555.67,1373.22,1128.11,5.48,8,194.68,2223.14,8368.61,566569.7826
25.002,0.6214,462.54,537.04,1257.19,1051.68,7.05,9.03,175.98,1915.46,8016.32,542168.5324
35.0039,0.84,449.44,556.15,1372.33,1129.12,5.48,8,195.2,2223.1,8363.13,566619.7078
0.0028,0,518.67,642.59,1588.38,1411.92,14.62,21.61,553.09,2388.07,9068.18,633065.5256
10.0025,0.2508,489.05,604.96,1497.31,1309.56,10.52,15.49,394.25,2318.94,8788.28,606093.0898
20.0075,0.7011,491.19,607.01,1484.28,1255.07,9.35,13.66,334.14,2324.06,8738.23,599281.4316
42.0064,0.8419,445,549.49,1360.56,1129.05,3.91,5.71,139.36,2212.06,8337.42,561308.5842
20.0027,0.7,491.19,607.63,1484.85,1247.68,9.35,13.66,334.81,2324.03,8744.27,599327.9054
10.0078,0.2505,489.05,604.51,1498.55,1305.91,10.52,15.49,394.44,2318.93,8789.9,605715.4686
42.0066,0.8416,445,550.14,1359.73,1131.78,3.91,5.72,138.6,2212.09,8334.4,561860.4628
42.0039,0.8403,445,549.7,1358.57,1127.81,3.91,5.72,137.81,2212.15,8333.76,561037.7596
42.0055,0.8408,445,549.9,1354.08,1122.98,3.91,5.72,137.86,2212.08,8339.98,561904.0358
42.0079,0.84,445,549.66,1356.86,1120.57,3.91,5.72,138.77,2212.1,8337.61,562013.6658
0.0008,0,518.67,642.38,1591.72,1408.97,14.62,21.61,553.44,2388.13,9072.96,633659.2516
35.0036,0.84,449.44,556,1365.06,1130.11,5.48,8,194.26,2223.23,8365.65,566204.3272
25.0074,0.62,462.54,536.99,1259.27,1060.68,7.05,9.03,175.65,1915.61,8022.31,543420.7248
20.0027,0.7003,491.19,607.78,1492.04,1263.73,9.35,13.65,334.32,2324.11,8739.48,599227.8172
0.0028,0.0017,518.67,642.65,1587.88,1411.72,14.62,21.61,553.49,2388.06,9073.3,633674.4558
